,Unnamed: 0,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,cluster
1079,1079,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,38,3,3,2,2400.0,1613,787.0,0.629,1311,34,0.417,0.672,2.0
1080,1080,Existing Customer,55,M,3,Graduate,Married,$80K - $120K,Blue,36,3,2,3,25878.0,1733,24145.0,0.438,1777,54,0.862,0.067,2.0
1081,1081,Existing Customer,44,M,5,Graduate,Married,$120K +,Blue,24,4,1,4,11876.0,1926,9950.0,0.51,1367,33,0.737,0.162,2.0
1083,1083,Existing Customer,41,M,3,Uneducated,Married,$80K - $120K,Blue,31,4,2,2,4740.0,1348,3392.0,0.472,1406,23,0.533,0.284,0.0
1088,1088,Attrited Customer,35,M,3,College,Married,$80K - $120K,Blue,27,3,2,3,3575.0,1884,1691.0,0.384,861,15,1.5,0.527,1.0
1090,1090,Existing Customer,38,M,1,High School,Married,$80K - $120K,Blue,24,4,3,2,13363.0,1230,12133.0,0.688,1815,33,0.435,0.092,0.0
1092,1092,Existing Customer,58,M,3,College,Married,$120K +,Blue,54,5,1,4,3452.0,2088,1364.0,0.768,1008,21,0.4,0.605,0.0
1093,1093,Existing Customer,47,F,5,Post-Graduate,Married,$40K - $60K,Blue,41,6,2,2,4466.0,777,3689.0,1.02,1757,59,0.595,0.174,2.0
1094,1094,Existing Customer,33,F,3,Graduate,Married,Less than $40K,Blue,25,4,1,4,3030.0,2517,513.0,0.785,1805,44,0.467,0.831,0.0
1095,1095,Existing Customer,54,F,3,Doctorate,Married,$40K - $60K,Blue,39,3,1,3,2112.0,1594,518.0,1.204,1338,29,2.222,0.755,1.0
1096,1096,Existing Customer,35,F,1,Graduate,Married,Less than $40K,Blue,18,5,1,2,7583.0,1619,5964.0,1.468,2229,53,1.208,0.214,1.0
1097,1097,Existing Customer,47,M,5,Graduate,Single,$120K +,Blue,27,5,3,4,11760.0,2306,9454.0,0.616,1498,49,0.96,0.196,1.0
1098,1098,Existing Customer,35,M,3,College,Married,$60K - $80K,Blue,17,3,3,2,2259.0,1776,483.0,1.292,1790,31,0.824,0.786,2.0
1099,1099,Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,36,6,2,4,19762.0,507,19255.0,0.85,2793,67,0.595,0.026,2.0
1100,1100,Existing Customer,36,M,4,Doctorate,Married,$60K - $80K,Blue,17,5,2,4,2803.0,1848,955.0,0.614,1968,64,0.524,0.659,2.0
1101,1101,Existing Customer,44,M,3,Graduate,Married,$80K - $120K,Blue,36,3,3,2,25666.0,756,24910.0,0.69,4088,84,0.867,0.029,2.0
1102,1102,Existing Customer,44,F,3,College,Single,Less than $40K,Blue,24,5,1,4,9297.0,1668,7629.0,0.521,1264,31,0.632,0.179,2.0
1103,1103,Existing Customer,36,F,1,Graduate,Married,Less than $40K,Blue,25,5,1,2,2999.0,1247,1752.0,0.962,2017,40,0.6,0.416,2.0
1104,1104,Existing Customer,64,M,0,Doctorate,Married,$40K - $60K,Blue,56,3,2,2,4234.0,1893,2341.0,0.585,1439,42,0.355,0.447,0.0
1105,1105,Existing Customer,34,F,1,Graduate,Single,Less than $40K,Gold,28,4,3,2,15987.0,0,15987.0,1.494,2327,65,0.806,0.0,2.0
1106,1106,Existing Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,33,5,5,3,16435.0,0,16435.0,0.676,1721,56,0.514,0.0,0.0
1107,1107,Existing Customer,37,M,4,High School,Married,$60K - $80K,Blue,24,3,1,4,5335.0,2145,3190.0,0.879,1888,43,0.433,0.402,2.0
1108,1108,Existing Customer,65,M,1,High School,Married,$40K - $60K,Blue,53,3,3,3,3506.0,1604,1902.0,0.574,1953,61,0.649,0.458,2.0
1109,1109,Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,36,5,1,2,3610.0,1629,1981.0,0.821,1652,40,0.481,0.451,2.0
1110,1110,Existing Customer,32,M,0,High School,Married,$40K - $60K,Blue,28,5,1,2,3172.0,2055,1117.0,0.663,1939,36,0.636,0.648,0.0
1112,1112,Existing Customer,65,M,0,Graduate,Married,Less than $40K,Blue,46,3,2,2,2416.0,1499,917.0,0.905,2372,53,0.514,0.62,2.0
1113,1113,Existing Customer,60,M,0,Graduate,Married,$40K - $60K,Blue,41,3,2,4,2458.0,1880,578.0,0.759,1238,30,0.579,0.765,1.0
1114,1114,Existing Customer,27,F,0,Graduate,Single,Less than $40K,Blue,36,6,1,2,1677.0,1598,79.0,0.994,2389,43,0.536,0.953,0.0
1115,1115,Existing Customer,52,M,2,Post-Graduate,Married,$60K - $80K,Blue,45,4,1,4,11819.0,929,10890.0,0.773,2431,46,0.484,0.079,0.0
1117,1117,Existing Customer,29,M,0,Graduate,Married,$40K - $60K,Blue,36,3,3,4,1459.0,590,869.0,1.164,2229,52,1.08,0.404,0.0
1118,1118,Existing Customer,29,M,0,High School,Married,$40K - $60K,Blue,13,4,1,4,1458.0,671,787.0,1.583,2449,56,0.931,0.46,2.0
1119,1119,Existing Customer,38,M,2,High School,Married,$40K - $60K,Blue,32,3,2,2,1438.3,0,1438.3,0.846,1999,39,0.56,0.0,0.0
1120,1120,Attrited Customer,36,M,2,Graduate,Married,$40K - $60K,Blue,18,3,1,3,7758.0,1408,6350.0,0.365,569,23,0.643,0.181,0.0
1121,1121,Existing Customer,40,F,2,Post-Graduate,Married,Less than $40K,Silver,30,4,2,2,10836.0,1932,8904.0,0.563,1293,31,0.824,0.178,2.0
1122,1122,Existing Customer,47,M,3,Post-Graduate,Single,$60K - $80K,Blue,36,5,3,3,5062.0,1996,3066.0,0.591,1314,40,0.429,0.394,0.0
1124,1124,Existing Customer,26,M,0,High School,Single,$40K - $60K,Blue,36,5,2,2,2212.0,1670,542.0,0.777,2520,51,0.545,0.755,2.0
1126,1126,Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,32,3,1,3,5927.0,2320,3607.0,0.544,1558,46,0.643,0.391,2.0
1128,1128,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,37,3,1,3,3126.0,0,3126.0,0.824,1388,41,0.464,0.0,2.0
1129,1129,Existing Customer,34,M,3,Graduate,Divorced,$80K - $120K,Blue,21,6,4,2,4670.0,0,4670.0,0.883,2256,56,0.6,0.0,2.0
1131,1131,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,42,4,1,2,10155.0,1805,8350.0,0.673,1685,49,0.815,0.178,2.0
1132,1132,Existing Customer,53,M,4,High School,Married,$80K - $120K,Blue,46,4,2,3,15242.0,1170,14072.0,0.496,1876,57,0.5,0.077,2.0
1133,1133,Existing Customer,48,M,3,Doctorate,Divorced,$120K +,Blue,36,4,3,2,34516.0,2517,31999.0,0.697,1699,48,0.846,0.073,2.0
1134,1134,Existing Customer,32,F,2,Graduate,Single,Less than $40K,Blue,17,5,1,2,1438.3,1228,210.3,1.132,2580,67,0.971,0.854,2.0
1135,1135,Existing Customer,38,M,4,High School,Single,$80K - $120K,Gold,36,6,1,3,34516.0,1140,33376.0,0.815,1445,45,0.957,0.033,2.0
1136,1136,Existing Customer,43,M,4,Uneducated,Single,$80K - $120K,Blue,32,4,1,3,16043.0,2036,14007.0,0.7,1394,28,0.75,0.127,2.0
1137,1137,Attrited Customer,51,F,2,Graduate,Single,Less than $40K,Blue,44,6,3,2,3181.0,2517,664.0,0.595,818,16,0.455,0.791,0.0
1138,1138,Existing Customer,58,M,3,Graduate,Married,$120K +,Blue,47,3,1,2,27088.0,0,27088.0,0.581,1135,24,0.846,0.0,2.0
1139,1139,Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue,36,5,3,4,5688.0,914,4774.0,1.099,1824,53,1.038,0.161,0.0
1140,1140,Existing Customer,51,M,4,High School,Married,$60K - $80K,Blue,38,5,2,3,10462.0,1824,8638.0,0.736,1267,31,0.55,0.174,0.0
1141,1141,Attrited Customer,62,F,1,High School,Married,$40K - $60K,Blue,53,2,1,1,5249.0,0,5249.0,0.758,1315,31,0.722,0.0,0.0
1143,1143,Existing Customer,33,M,1,Uneducated,Married,$120K +,Blue,16,6,1,3,10705.0,1352,9353.0,1.171,2434,58,0.812,0.126,2.0
1144,1144,Existing Customer,54,M,3,High School,Single,$80K - $120K,Blue,47,3,1,2,16494.0,1348,15146.0,0.759,1302,36,0.385,0.082,2.0
1145,1145,Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,30,5,3,4,6469.0,2351,4118.0,1.018,1717,50,0.667,0.363,1.0
1147,1147,Existing Customer,61,M,0,High School,Married,$80K - $120K,Blue,50,4,1,3,2800.0,2448,352.0,0.549,1433,40,0.481,0.874,0.0
1149,1149,Existing Customer,56,M,1,Doctorate,Married,$60K - $80K,Blue,46,5,2,4,5248.0,1816,3432.0,0.696,2305,45,0.731,0.346,2.0
1150,1150,Existing Customer,51,F,3,Post-Graduate,Married,Less than $40K,Blue,46,5,3,2,5881.0,2005,3876.0,0.659,1931,56,0.806,0.341,2.0
1151,1151,Existing Customer,44,F,3,Graduate,Divorced,Less than $40K,Blue,36,6,3,3,1467.0,896,571.0,0.692,1731,54,0.5,0.611,1.0
1152,1152,Existing Customer,64,F,1,Uneducated,Married,$40K - $60K,Blue,52,6,2,2,4999.0,2299,2700.0,0.716,1601,48,0.5,0.46,2.0
1155,1155,Existing Customer,38,F,1,Uneducated,Single,Less than $40K,Blue,27,6,3,4,8638.0,0,8638.0,0.489,1295,29,0.381,0.0,0.0
1156,1156,Existing Customer,53,M,1,Uneducated,Married,$120K +,Blue,45,5,1,3,9343.0,1286,8057.0,0.712,1385,31,0.722,0.138,2.0
1157,1157,Existing Customer,35,M,2,Post-Graduate,Married,$40K - $60K,Blue,21,3,1,3,2256.0,775,1481.0,0.879,1749,33,0.435,0.344,0.0
1158,1158,Existing Customer,26,M,0,College,Single,$60K - $80K,Blue,15,5,1,2,8267.0,1720,6547.0,0.633,1917,37,0.48,0.208,2.0
1159,1159,Existing Customer,32,M,2,High School,Single,$40K - $60K,Blue,20,6,3,4,2235.0,1638,597.0,0.912,2905,56,0.806,0.733,0.0
1160,1160,Existing Customer,36,M,1,Uneducated,Married,$40K - $60K,Blue,16,5,3,2,3735.0,2027,1708.0,0.79,1672,48,0.655,0.543,2.0
1161,1161,Attrited Customer,48,M,2,College,Married,$80K - $120K,Blue,38,2,2,3,2111.0,0,2111.0,0.531,773,17,0.133,0.0,2.0
1163,1163,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,42,5,3,2,21782.0,1006,20776.0,0.654,1537,35,0.591,0.046,0.0
1164,1164,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,36,6,3,3,2133.0,1469,664.0,0.831,1426,37,0.682,0.689,2.0
1165,1165,Existing Customer,58,F,1,Doctorate,Single,$40K - $60K,Silver,47,5,2,4,16677.0,1590,15087.0,0.885,1410,37,0.609,0.095,2.0
1166,1166,Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,36,6,3,4,2717.0,1591,1126.0,1.596,2064,33,1.062,0.586,1.0
1167,1167,Existing Customer,60,M,1,Graduate,Single,Less than $40K,Blue,48,5,3,3,3980.0,930,3050.0,0.72,4449,82,0.608,0.234,2.0
1169,1169,Existing Customer,43,F,3,College,Married,Less than $40K,Blue,36,3,2,4,2227.0,1394,833.0,1.481,1972,41,0.864,0.626,2.0
1170,1170,Existing Customer,35,M,3,Post-Graduate,Single,$80K - $120K,Silver,29,5,3,2,34516.0,1872,32644.0,1.068,2227,61,1.103,0.054,2.0
1171,1171,Existing Customer,38,F,4,Graduate,Married,Less than $40K,Blue,36,4,3,3,1860.0,0,1860.0,0.992,1731,29,0.611,0.0,2.0
1174,1174,Existing Customer,43,M,3,College,Single,$40K - $60K,Blue,23,6,2,2,4559.0,1664,2895.0,0.871,1652,37,0.609,0.365,2.0
1175,1175,Existing Customer,36,F,2,Post-Graduate,Married,Less than $40K,Blue,25,5,3,4,4701.0,1492,3209.0,0.805,1679,32,0.455,0.317,0.0
1176,1176,Existing Customer,34,M,2,College,Married,$80K - $120K,Blue,22,4,2,4,1631.0,0,1631.0,1.893,2962,57,1.111,0.0,0.0
1178,1178,Existing Customer,43,F,2,College,Single,Less than $40K,Blue,29,5,1,2,2304.0,1589,715.0,0.872,1273,36,0.895,0.69,2.0
1179,1179,Existing Customer,48,F,2,Uneducated,Married,$40K - $60K,Blue,36,3,3,2,5210.0,0,5210.0,0.531,1309,45,0.607,0.0,1.0
1180,1180,Existing Customer,44,M,4,Graduate,Married,$40K - $60K,Blue,38,5,2,3,5452.0,2091,3361.0,0.813,1347,30,0.5,0.384,0.0
1181,1181,Existing Customer,38,M,1,Graduate,Married,$60K - $80K,Blue,31,6,3,3,7475.0,1473,6002.0,0.775,1592,30,0.429,0.197,0.0
1182,1182,Existing Customer,62,M,1,High School,Married,$40K - $60K,Blue,56,5,3,3,2359.0,1242,1117.0,1.043,2021,50,0.613,0.526,0.0
1186,1186,Existing Customer,64,F,1,High School,Married,$40K - $60K,Blue,56,4,2,4,1438.3,0,1438.3,0.693,1417,35,0.591,0.0,0.0
1189,1189,Existing Customer,52,M,1,College,Married,$80K - $120K,Blue,48,4,3,3,2066.0,1601,465.0,0.742,1578,41,0.414,0.775,0.0
1190,1190,Existing Customer,43,M,2,High School,Divorced,$80K - $120K,Blue,31,6,2,4,34516.0,1075,33441.0,0.727,3015,65,0.477,0.031,2.0
1191,1191,Existing Customer,40,M,5,Graduate,Single,$60K - $80K,Blue,27,6,1,2,2742.0,1416,1326.0,0.761,1539,38,1.111,0.516,2.0
1192,1192,Existing Customer,54,M,1,High School,Married,$60K - $80K,Blue,36,4,1,4,20050.0,1225,18825.0,0.907,1306,26,0.238,0.061,2.0
1193,1193,Existing Customer,34,F,4,High School,Single,Less than $40K,Blue,30,4,1,3,3046.0,2279,767.0,0.611,2330,69,0.643,0.748,2.0
1194,1194,Existing Customer,33,F,1,High School,Single,Less than $40K,Blue,25,6,3,4,6193.0,695,5498.0,0.632,2456,69,0.725,0.112,2.0
1195,1195,Existing Customer,36,M,2,Graduate,Married,$80K - $120K,Blue,28,5,3,3,5634.0,1996,3638.0,1.589,2366,49,0.69,0.354,0.0
1196,1196,Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,50,6,2,4,4507.0,1574,2933.0,0.744,1793,38,0.652,0.349,2.0
1197,1197,Existing Customer,43,M,3,High School,Single,$40K - $60K,Blue,33,5,2,3,3040.0,2517,523.0,0.493,1598,31,0.476,0.828,2.0
1198,1198,Existing Customer,53,M,0,Graduate,Married,$120K +,Blue,33,4,3,3,21006.0,1905,19101.0,0.701,1856,57,0.781,0.091,0.0
1199,1199,Existing Customer,48,F,3,College,Single,Less than $40K,Blue,38,3,3,4,7326.0,1710,5616.0,1.171,1852,62,1.0,0.233,0.0
1200,1200,Attrited Customer,39,F,3,High School,Single,Less than $40K,Blue,36,6,1,3,3651.0,0,3651.0,0.977,862,19,1.111,0.0,2.0
1203,1203,Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,42,6,1,3,6085.0,930,5155.0,1.307,3154,59,0.967,0.153,0.0
1204,1204,Existing Customer,51,M,2,High School,Married,$60K - $80K,Blue,38,5,3,2,22332.0,1748,20584.0,0.841,1318,28,0.647,0.078,0.0
1206,1206,Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,32,5,3,3,4429.0,0,4429.0,1.065,1970,40,0.818,0.0,0.0
1207,1207,Existing Customer,35,M,3,Graduate,Married,$60K - $80K,Blue,26,6,3,2,3991.0,1982,2009.0,0.748,1661,35,0.944,0.497,1.0
1208,1208,Existing Customer,46,F,3,Doctorate,Single,Less than $40K,Blue,36,5,1,4,2201.0,651,1550.0,0.825,3165,65,0.585,0.296,2.0
1209,1209,Existing Customer,48,M,4,College,Single,$80K - $120K,Blue,36,4,3,2,2852.0,736,2116.0,0.386,1382,40,0.29,0.258,2.0
1210,1210,Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,37,6,3,3,9723.0,2459,7264.0,0.444,1258,24,1.0,0.253,0.0
1211,1211,Existing Customer,35,M,4,High School,Married,$40K - $60K,Blue,27,6,2,3,5325.0,1318,4007.0,1.045,1814,43,0.593,0.248,0.0
1214,1214,Existing Customer,54,F,2,Uneducated,Married,Less than $40K,Blue,44,3,1,3,5413.0,1836,3577.0,0.766,1164,43,0.593,0.339,0.0
1217,1217,Existing Customer,50,M,0,High School,Married,$80K - $120K,Blue,30,3,4,2,4252.0,0,4252.0,0.478,1598,45,0.324,0.0,0.0
1218,1218,Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,5,2,4,2031.0,1069,962.0,0.87,1943,47,0.621,0.526,2.0
1220,1220,Existing Customer,39,M,1,High School,Married,$80K - $120K,Blue,28,4,2,4,3327.0,0,3327.0,1.089,1665,36,0.636,0.0,2.0
1222,1222,Existing Customer,53,M,2,High School,Married,$120K +,Blue,41,4,3,3,7272.0,2037,5235.0,0.795,2333,56,0.697,0.28,2.0
1223,1223,Existing Customer,32,M,1,College,Divorced,$80K - $120K,Blue,36,5,3,4,34516.0,0,34516.0,0.845,2305,60,0.714,0.0,2.0
1224,1224,Existing Customer,57,F,3,Uneducated,Married,Less than $40K,Blue,47,5,3,3,2515.0,1922,593.0,1.181,2231,58,0.611,0.764,2.0
1225,1225,Existing Customer,65,F,0,High School,Married,Less than $40K,Blue,36,3,2,2,2798.0,1806,992.0,0.765,1543,35,0.591,0.645,2.0
1226,1226,Existing Customer,57,M,2,Uneducated,Single,$80K - $120K,Blue,53,5,2,4,34516.0,2099,32417.0,0.629,1233,26,0.857,0.061,2.0
1227,1227,Existing Customer,65,F,0,College,Married,Less than $40K,Blue,56,6,1,2,1438.3,680,758.3,0.512,2283,55,0.571,0.473,1.0
1228,1228,Existing Customer,65,M,0,High School,Single,Less than $40K,Silver,56,4,2,4,12609.0,2517,10092.0,0.833,2121,49,0.531,0.2,1.0
1229,1229,Existing Customer,55,M,2,College,Married,$80K - $120K,Blue,50,4,2,4,19159.0,2108,17051.0,0.69,1813,52,0.576,0.11,2.0
1230,1230,Existing Customer,54,M,1,College,Married,$80K - $120K,Blue,42,4,1,4,9642.0,2517,7125.0,0.614,1401,35,0.458,0.261,2.0
1231,1231,Existing Customer,44,M,4,High School,Single,$120K +,Blue,37,5,3,3,8396.0,1672,6724.0,0.602,1475,35,0.75,0.199,0.0
1232,1232,Existing Customer,58,M,1,Uneducated,Married,$80K - $120K,Blue,50,5,3,2,6978.0,1148,5830.0,1.645,1362,26,1.0,0.165,2.0
1233,1233,Existing Customer,53,F,1,College,Married,$40K - $60K,Blue,47,3,3,4,2459.0,1733,726.0,1.216,2309,62,0.632,0.705,1.0
1234,1234,Existing Customer,33,F,1,High School,Single,Less than $40K,Silver,24,5,2,2,12956.0,0,12956.0,1.053,2492,56,0.931,0.0,0.0
1235,1235,Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue,39,3,3,4,7128.0,1560,5568.0,0.573,1468,44,0.76,0.219,2.0
1237,1237,Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,18,6,3,2,2193.0,1260,933.0,0.886,1799,47,0.567,0.575,2.0
1238,1238,Existing Customer,57,M,3,Doctorate,Married,$80K - $120K,Blue,50,3,2,3,4522.0,1861,2661.0,0.957,1806,38,0.727,0.412,2.0
1239,1239,Existing Customer,36,M,4,Uneducated,Married,$40K - $60K,Blue,28,3,1,4,2157.0,574,1583.0,0.825,1663,33,0.32,0.266,0.0
1240,1240,Existing Customer,35,M,3,Uneducated,Married,$80K - $120K,Blue,25,3,1,2,11927.0,675,11252.0,0.574,1986,36,0.636,0.057,0.0
1243,1243,Existing Customer,56,M,2,Doctorate,Married,$60K - $80K,Blue,51,3,3,4,6036.0,1409,4627.0,0.56,1741,45,0.364,0.233,2.0
1244,1244,Existing Customer,38,F,2,High School,Single,Less than $40K,Blue,27,6,1,3,2096.0,1567,529.0,0.778,1559,49,1.042,0.748,0.0
1245,1245,Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,4,1,3,1906.0,1271,635.0,0.574,1343,37,0.682,0.667,1.0
1247,1247,Attrited Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,42,2,1,2,6214.0,1147,5067.0,0.861,938,35,0.75,0.185,2.0
1248,1248,Existing Customer,30,F,1,Graduate,Married,Less than $40K,Blue,17,3,1,3,1512.0,810,702.0,1.294,2558,44,0.571,0.536,2.0
1249,1249,Existing Customer,47,M,2,Uneducated,Married,$80K - $120K,Silver,38,4,3,4,34516.0,733,33783.0,1.229,3018,60,0.538,0.021,2.0
1250,1250,Existing Customer,60,F,1,College,Married,Less than $40K,Blue,53,4,3,3,3346.0,922,2424.0,0.913,1276,21,0.75,0.276,2.0
1251,1251,Attrited Customer,54,M,3,College,Single,$120K +,Blue,49,3,2,3,34516.0,0,34516.0,1.203,2115,24,0.263,0.0,2.0
1252,1252,Existing Customer,37,F,2,Uneducated,Married,Less than $40K,Blue,28,5,2,4,6660.0,1362,5298.0,1.36,2660,51,0.759,0.205,2.0
1253,1253,Existing Customer,32,F,1,Post-Graduate,Married,Less than $40K,Blue,20,5,2,3,2234.0,1865,369.0,0.732,2115,59,0.439,0.835,2.0
1254,1254,Existing Customer,44,F,4,Uneducated,Married,Less than $40K,Blue,33,5,4,2,9671.0,704,8967.0,0.699,2955,66,0.941,0.073,2.0
1255,1255,Existing Customer,53,F,1,College,Single,$40K - $60K,Blue,47,5,3,2,6605.0,1479,5126.0,0.739,2017,47,0.679,0.224,2.0
1256,1256,Existing Customer,43,M,2,High School,Divorced,$80K - $120K,Blue,33,4,3,2,3083.0,1898,1185.0,1.042,1448,30,2.0,0.616,0.0
1257,1257,Attrited Customer,49,F,2,Graduate,Single,Less than $40K,Blue,31,5,1,2,5456.0,951,4505.0,0.737,1096,27,0.588,0.174,0.0
1259,1259,Existing Customer,56,F,1,College,Married,$40K - $60K,Blue,44,5,1,4,4088.0,1557,2531.0,1.248,2250,39,0.857,0.381,0.0
1260,1260,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,36,5,3,3,3930.0,0,3930.0,0.758,2067,42,0.355,0.0,2.0
1261,1261,Existing Customer,58,M,1,High School,Married,$60K - $80K,Blue,46,3,2,4,4188.0,1147,3041.0,1.042,1276,25,1.083,0.274,0.0
1263,1263,Existing Customer,35,M,3,High School,Single,$80K - $120K,Blue,28,4,2,2,11521.0,1147,10374.0,1.023,2260,68,1.125,0.1,2.0
1264,1264,Existing Customer,37,M,3,High School,Married,$60K - $80K,Blue,32,6,2,2,2253.0,1667,586.0,0.884,1641,45,0.667,0.74,1.0
1266,1266,Existing Customer,43,M,4,High School,Single,$80K - $120K,Blue,37,6,1,2,30503.0,2517,27986.0,0.462,1860,47,0.306,0.083,2.0
1267,1267,Existing Customer,49,M,2,Graduate,Divorced,$60K - $80K,Blue,36,5,3,2,4596.0,0,4596.0,0.93,2872,62,0.722,0.0,2.0
1268,1268,Attrited Customer,49,M,2,Uneducated,Married,$80K - $120K,Blue,43,1,3,3,5701.0,2517,3184.0,0.716,961,32,0.524,0.442,0.0
1269,1269,Existing Customer,39,F,3,Graduate,Married,Less than $40K,Blue,32,5,6,3,3221.0,0,3221.0,0.678,1765,40,0.6,0.0,2.0
1270,1270,Existing Customer,41,F,3,Uneducated,Married,Less than $40K,Blue,29,5,3,3,3022.0,1142,1880.0,0.403,1184,21,0.615,0.378,1.0
1271,1271,Existing Customer,32,F,0,High School,Divorced,Less than $40K,Blue,36,5,2,4,2699.0,1609,1090.0,0.893,2141,56,0.806,0.596,2.0
1272,1272,Existing Customer,58,F,1,Uneducated,Married,Less than $40K,Blue,39,3,3,3,2210.0,1624,586.0,0.627,1287,37,0.48,0.735,2.0
1273,1273,Existing Customer,56,M,2,Post-Graduate,Married,$60K - $80K,Blue,49,5,3,4,1438.3,0,1438.3,0.77,1446,38,0.81,0.0,2.0
1274,1274,Existing Customer,37,M,2,Graduate,Married,Less than $40K,Blue,36,3,3,4,2041.0,1687,354.0,0.677,1555,45,0.552,0.827,1.0
1275,1275,Existing Customer,39,M,1,High School,Married,$120K +,Blue,34,4,2,2,3250.0,1698,1552.0,0.767,2006,58,0.568,0.522,2.0
1276,1276,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,13,6,3,4,1643.0,1101,542.0,0.713,2152,50,0.471,0.67,2.0
1279,1279,Existing Customer,36,M,2,College,Married,$120K +,Blue,29,6,3,2,3158.0,0,3158.0,1.209,2973,63,0.969,0.0,0.0
1281,1281,Existing Customer,53,F,4,College,Married,Less than $40K,Blue,36,4,1,3,2972.0,2160,812.0,0.956,2552,62,0.676,0.727,2.0
1282,1282,Existing Customer,38,F,3,Uneducated,Married,Less than $40K,Blue,23,6,2,2,5645.0,0,5645.0,1.05,1527,32,0.455,0.0,0.0
1283,1283,Existing Customer,37,M,2,Graduate,Married,Less than $40K,Blue,36,6,3,2,2463.0,1751,712.0,0.854,2171,58,0.758,0.711,0.0
1284,1284,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,41,5,3,4,1438.3,0,1438.3,0.8,1501,40,0.739,0.0,0.0
1285,1285,Existing Customer,56,M,1,College,Divorced,$80K - $120K,Blue,36,3,3,3,34516.0,1477,33039.0,1.234,2395,50,0.724,0.043,2.0
1286,1286,Existing Customer,55,F,3,High School,Married,Less than $40K,Blue,48,6,2,2,2897.0,1601,1296.0,0.878,1337,25,0.471,0.553,2.0
1287,1287,Existing Customer,31,F,0,Uneducated,Single,Less than $40K,Blue,36,4,2,0,5391.0,0,5391.0,1.075,1971,56,0.6,0.0,2.0
1289,1289,Existing Customer,34,M,3,High School,Married,$120K +,Blue,25,3,2,4,23959.0,2517,21442.0,0.926,1870,45,0.667,0.105,0.0
1290,1290,Existing Customer,33,M,3,High School,Married,$60K - $80K,Blue,25,5,2,2,14918.0,2028,12890.0,1.342,2171,35,1.059,0.136,0.0
1291,1291,Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,29,3,3,2,3590.0,1924,1666.0,0.573,1472,37,0.762,0.536,2.0
1292,1292,Existing Customer,65,M,0,Graduate,Married,$40K - $60K,Blue,56,3,3,2,2297.0,0,2297.0,0.511,1941,51,0.417,0.0,0.0
1293,1293,Existing Customer,57,M,1,High School,Married,$80K - $120K,Blue,53,3,2,4,25058.0,1710,23348.0,0.613,2053,55,0.528,0.068,2.0
1294,1294,Attrited Customer,58,F,0,High School,Married,Less than $40K,Blue,36,3,2,2,7418.0,396,7022.0,0.826,911,26,1.0,0.053,2.0
1298,1298,Existing Customer,39,F,2,High School,Married,Less than $40K,Blue,36,6,2,3,1578.0,760,818.0,0.709,2017,43,0.955,0.482,2.0
1299,1299,Existing Customer,60,M,0,Uneducated,Married,Less than $40K,Blue,49,4,2,4,2094.0,1560,534.0,0.537,1969,41,0.367,0.745,2.0
1300,1300,Existing Customer,37,F,3,High School,Married,Less than $40K,Blue,19,5,1,3,4138.0,0,4138.0,1.168,2420,50,0.613,0.0,0.0
1302,1302,Existing Customer,56,M,3,Uneducated,Married,$120K +,Blue,36,6,3,3,34516.0,1047,33469.0,0.61,1378,30,0.429,0.03,2.0
1303,1303,Existing Customer,60,M,0,High School,Married,$60K - $80K,Blue,54,6,1,2,9592.0,1968,7624.0,0.61,1821,55,0.447,0.205,0.0
